GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 2,Nível 1,0.505,Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,649,51
Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 1,Nível 1,0.505,Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,649,51
Akraino Edge Stack,Tar detection in carbonates,Nível 2,Nível 4,0.505,Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,352,491
Akraino Edge Stack,Future research directions,Nível 2,Nível 2,0.505,Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,352,439
Target user,Declaration,Nível 3,Nível 2,0.505,Open Source Edge Computing Projects > Comparative Study > Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,62,147
Akraino Edge Stack,Tar detection in carbonates,Nível 1,Nível 4,0.505,Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,352,491
Akraino Edge Stack,Future research directions,Nível 1,Nível 2,0.505,Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,352,439
Target user,Declaration,Nível 2,Nível 2,0.505,Comparative Study > Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,62,147
Target user,Declaration,Nível 1,Nível 2,0.505,Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,62,147
At the Top Cloud Layer,Abstract,Nível 2,Nível 2,0.505,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,197,276
At the Top Cloud Layer,Abstract,Nível 1,Nível 2,0.505,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Abstract,197,276
ASIC,Pore size distribution,Nível 3,Nível 3,0.505,Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,205,792
ASIC,Pore size distribution,Nível 2,Nível 3,0.505,Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,205,792
ASIC,Pore size distribution,Nível 1,Nível 3,0.505,ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,205,792
Akraino Edge Stack,Two-dimensional NMR measurements,Nível 3,Nível 2,0.5044,root > Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,352,780
Target user,Design and improvements in LWD-NMR,Nível 4,Nível 3,0.5044,root > Open Source Edge Computing Projects > Comparative Study > Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,62,1620
Enhancing Energy Efficiency of Edge Computing Systems,Tar detection in carbonates,Nível 2,Nível 4,0.5044,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,84,491
At the Top Cloud Layer,Petrophysics,Nível 3,Nível 2,0.5044,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,197,272
Systems and Toolkits,Enhanced oil recovery applications,Nível 3,Nível 2,0.5044,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,550,1519
FPGA-based Hardware,NMR theory,Nível 4,Nível 2,0.5044,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,251,370
Akraino Edge Stack,Two-dimensional NMR measurements,Nível 2,Nível 2,0.5044,Open Source Edge Computing Projects > Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,352,780
Target user,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.5044,Open Source Edge Computing Projects > Comparative Study > Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,62,1620
Akraino Edge Stack,Two-dimensional NMR measurements,Nível 1,Nível 2,0.5044,Akraino Edge Stack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,352,780
Target user,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.5044,Comparative Study > Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,62,1620
Target user,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.5044,Target user,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,62,1620
Enhancing Energy Efficiency of Edge Computing Systems,Tar detection in carbonates,Nível 1,Nível 4,0.5044,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,84,491
At the Top Cloud Layer,Petrophysics,Nível 2,Nível 2,0.5044,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,197,272
At the Top Cloud Layer,Petrophysics,Nível 1,Nível 2,0.5044,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,197,272
Systems and Toolkits,Enhanced oil recovery applications,Nível 2,Nível 2,0.5044,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,550,1519
FPGA-based Hardware,NMR theory,Nível 3,Nível 2,0.5044,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR theory,251,370
Systems and Toolkits,Enhanced oil recovery applications,Nível 1,Nível 2,0.5044,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,550,1519
